Unknown,Unknown,mngare ngare ,mngare ngare ,
Lutjanidae,Unknown,Tembo uzi,Tembo uzi,
Unknown,Unknown,Songoro,Songoro,
Unknown,Unknown,dagaa/dagaa damu/biri biri ,dagaa/dagaa damu/biri biri ,
Unknown,Unknown,Duwi ,Duwi ,
Unknown,Unknown,Nyuna ,Nyuna ,
Unknown,Unknown,Fumi ,Fumi ,
Unknown,Unknown,Uwono ,Uwono ,
Unknown,Unknown,Bang'ra mbuzi ,Bang'ra mbuzi ,
Unknown,Unknown,Bang'ra ,Bang'ra ,
Unknown,Unknown,Mkunga mweusi ,Mkunga mweusi ,
Unknown,Unknown,Papai ,Papai ,
Unknown,Unknown,Mkubu ,Mkubu ,
Unknown,Unknown,Shembuu ,Shembuu ,
Unknown,Unknown,Vundamwe ,Vundamwe ,
Unknown,Unknown,Pono kijino,Pono kijino,
Unknown,Unknown,Kaufikile ,Kaufikile ,
Unknown,Unknown,Poowe  ,Poowe  ,
Scaridae,Blue bumphead parrotfish,Chlorurus cyanescens ,,
Unknown,Unknown,Duchi ,Duchi ,
Unknown,Unknown,Mfumashi ,Mfumashi ,
Unknown,Unknown,Nyenga ,Nyenga ,
Unknown,Unknown,Mchimbashi ,Mchimbashi ,
Unknown,Unknown,Kinyonga ,Kinyonga ,
Unknown,Unknown,Rongwe ,Rongwe ,
Unknown,Unknown,Pandu ndozi,Pandu ndozi,
Hemiramphidae ,black barred halfbeak,Hemirampus far ,Kure,
Unknown,Unknown,Morani,Morani,
Unknown,Unknown,Paza nguru ,Paza nguru ,
Unknown,Unknown,Dukazi ,Dukazi ,
Unknown,Unknown,Vumba,Vumba,
Scaridae,Unknown,Pono chore ,Pono chore ,
Unknown,Unknown,Mataka ya ndizi ,Mataka ya ndizi ,
Unknown,Unknown,Kokwe,Kokwe,
Unknown,Unknown,Nyimbi,Nyimbi,
Unknown,Unknown,Mcheshe,Mcheshe,
Unknown,Unknown,Penseli,Penseli,
Unknown,Unknown,Saradini ,Saradini ,
Unknown,Unknown,Viroho ,Viroho ,
Unknown,Unknown,Upapa ,Upapa ,
Unknown,Unknown,Manyama,Manyama,
Unknown,Unknown,Panzi,Panzi,
Unknown,Unknown,Mishe ,Mishe ,
Unknown,Unknown,Pandu ngozi ,Pandu ngozi ,
Unknown,Unknown,Kunde ,Kunde ,
Unknown,Unknown,Kiziki mshipi ,Kiziki mshipi ,
Unknown,Unknown,Kibuna ,Kibuna ,
Unknown,Unknown,Kibuyu pembe ,Kibuyu pembe ,
Unknown,Unknown,Bora mboga ,Bora mboga ,
Unknown,Unknown,Abudefduf vaigiensis,Kute ,
Unknown,Unknown,Ngogo,Ngogo,
Unknown,Unknown,Ali achan,Ali achan,
Labridae ,Western King wrasse,Coris auricularis  ,Pono sijui,
Scaridae,spotted parrotfish,Cetoscarus ocellatus  ,,
Priacanthidae,Moontail bullseye,Priacanthus hamrur  ,Govero,
Priacanthidae,Moontail bullseye,Priacanthus hamrur  ,Govyero,
Serranidae,White-edged lyretail,Variola albimarginata  ,,
Serranidae,Peacock hind,Cephalopholis argus  ,Chewa mweusi,
Unknown,Unknown,Tufe ,Tufe ,
Unknown,Unknown,Kima,Kima,
Unknown,Unknown,Kuchi,Kuchi,
Unknown,Unknown,Mwandimu,Mwandimu,
Unknown,Unknown,Mwacheji,Mwacheji,
Unknown,Unknown,Mamboleo,Mamboleo,
Unknown,Unknown,Pandu,Pandu,
Unknown,Unknown,Mwanasha,Mwanasha,
Unknown,Unknown,Kidau,Kidau,
Unknown,Unknown,Mwakumaka,Mwakumaka,
Unknown,Unknown,Sonyo,Sonyo,
Unknown,Unknown,Zoroto,Zoroto,
Unknown,Unknown,Mwajame,Mwajame,
Unknown,Unknown,Mshe,Mshe,
Unknown,Unknown,Songwa,Songwa,
Unknown,Unknown,Goromwe,Goromwe,
Unknown,Unknown,Numbi,Numbi,
Unknown,Unknown,Janjua,Janjua,
Unknown,Unknown,Kumbi,Kumbi,
Unknown,Unknown,Sororo,Sororo,
Unknown,Unknown,Mchone,Mchone,
Unknown,Unknown,Sururu,Sururu,
Scaridae,Unknown,Tribe scarini,Kangu,
Unknown,Unknown,Fukudi,Fukudi,
Unknown,Unknown,Chale,Chale,
Unknown,Unknown,Popotoe/Baero,Popotoe/Baero,
Unknown,Unknown,Shana,Shana,
Unknown,Unknown,Kitongoo,Kitongoo,
Unknown,Unknown,Gololi,Gololi,
Unknown,Unknown,Tindija,Tindija,
Unknown,Unknown,Changu mwamba,Changu mwamba,
Unknown,Unknown,Tatau,Tatau,
Unknown,Unknown,Koe,Koe,
Unknown,Unknown,Ruguu,Ruguu,
Unknown,Unknown,Kinywa Uchi,Kinywa Uchi,
Unknown,Unknown,Kambisi,Kambisi,
Unknown,Unknown,Ngurangura,Ngurangura,
Unknown,Unknown,Fudu ,Fudu ,
Unknown,Unknown,Msumari ,Msumari ,
Unknown,Unknown,Wayo ,Wayo ,
Unknown,Unknown,Chije ,Chije ,
Unknown,Unknown,Muololo,Muololo,
Unknown,Unknown,Bangara,Bangara,
Unknown,Unknown,Mgema,Mgema,
Carangidae,Unknown,Kolekole ubwi ,Kolekole ubwi ,
Carangidae,Unknown,Kolekole Jogoo ,Kolekole Jogoo ,
Carangidae,Unknown,Kolekole mapanga ,Kolekole mapanga ,
Carangidae,Unknown,Kolekole mdomo ,Kolekole mdomo ,
Unknown,Unknown,Moshi ,Moshi ,
Unknown,Unknown,Kowe ,Kowe ,
Unknown,Unknown,Kuwazi ,Kuwazi ,
Serranidae,Unknown,Changu mchekeni ,Changu mchekeni ,
Serranidae,Unknown,Chewa mjombo,Chewa mjombo,
