ObjectID,GlobalID,Datacollector,Tarehe,Chagua Mkoa,Jina la BMU/SFC/Mtaa,Jina la eneo/mwamba,Makaazi gani,Andika makaazi Mengine,Rasilimali zinazopatikana hapa,Andika rasilimali nyingine,Zana zinazotumika,Andika zana nyingine,Jinsia inayovua/kutumia hapa,Vijiji vingine vinavyotumia eneo hili,Kijiji kingine,Kijiji kingine,Kijiji kingine,Maelezo ya ziada,CreationDate,Creator,EditDate,Editor,Ni rasilimali zipi ni kuu au zinatawala zaidi katika eneo hili la uvuvi?,Andika rasilimali kuu nyingine,x,y
84,0f1f4e02-28b8-4448-8d95-bbae24411e13,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Boma_subutuni,Kijunguni,Pachi,,"Kamba,Deep_sea_fish,Matumbawe/miamba",,Gleaner,,"Male,Female",Kizingani,,,,Mafunzo,5/19/2024 11:23:15 AM,OmarIsmaily,5/19/2024 11:23:15 AM,OmarIsmaily,,,39.0895233333333,-5.07232
86,c8bf7317-e3e0-4f05-b68b-c27e2cd46781,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Boza,Kimio,Matumbawe/miamba,,"Jongoo_bahari,Kaa,Kasa,Majani_bahari,Matumbawe/miamba,Mwani,Pweza,Benthic,Reef_fish",,,,Male,"Mwarongo,Kirare,Kigombe,other1",Pangani Mashariki,,,Baadhi ya maeneo hayapo kwenye orodha,5/19/2024 11:25:18 AM,OmarIsmaily,5/19/2024 11:25:18 AM,OmarIsmaily,,,39.0896,-5.07233333333333
87,f75cff21-43aa-4915-bb0f-1dc55e30dfb2,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Bweni,Mabaoni,"Matumbawe/miamba,Majani_bahari",,"Mwani,Pweza,Matumbawe/miamba",,,,Male,"Ushongo,Stahabu",,,,,5/19/2024 11:25:19 AM,OmarIsmaily,5/19/2024 11:25:19 AM,OmarIsmaily,,,39.0896,-5.07233333333333
88,62b8939c-da72-4443-a862-fea9e0f656c8,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Msaraza,Kimio,Mikoko,,"Kamba,Mikoko,Prawns,Shrimp",,"Madema,Kimia,Umagu",,"Male,Female",Pangani_west,,,,,5/19/2024 11:25:20 AM,OmarIsmaily,5/19/2024 11:25:20 AM,OmarIsmaily,,,39.0895066666667,-5.07231
89,d524ff1e-6473-46b8-a295-671c37404041,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Pangani_west,Kipwachataani,"Mwani,Mikoko,other",Madindi,"Mikoko,Benthic,Prawns,Shrimp",,,,"Male,Female",Pangani_east,,,,,5/19/2024 11:25:22 AM,OmarIsmaily,5/19/2024 11:25:22 AM,OmarIsmaily,,,39.0895066666667,-5.07231
90,a518eae9-0506-4a5f-91c8-b39328c5762d,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Pangani_east,Upwani,"Majani_bahari,Mikoko,Mwani",,"Kamba,Kasa,Majani_bahari,Matumbawe/miamba,Mwani,Pweza,Benthic",,"Madema,Mshipi,Nyavu,Spears,Umagu",,Male,"Boza,Bweni",,,,,5/19/2024 11:25:23 AM,OmarIsmaily,5/19/2024 11:25:23 AM,OmarIsmaily,,,39.0895066666667,-5.07231
94,a606a92a-1c50-4901-b616-1f3e2445cd39,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Jiwe la bahati,"Fungu,Matumbawe/miamba,Mkondoni,Mwani",,"Kaa,Kasa,Matumbawe/miamba,Pweza,Mwani,Pelagic_fish",,"Mtando,Mchokoo,Mshipi",,"Male,Female","Kirare,Kizingani",,,,,5/19/2024 11:36:51 AM,FarhiyaElmy,5/19/2024 11:36:51 AM,FarhiyaElmy,,,39.0894851573542,-5.07235430978035
95,a0158d6c-8a9f-4fd4-b879-95ff045f4ccd,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Boma_subutuni,Kigongoni,"Fungu,Matumbawe/miamba,Pachi,Mwani",,"Mwani,Matumbawe/miamba,Sea_mammals,Kasa",,"Mchokoo,Mawe,Madema",,"Male,Female",Hakuna,,,,,5/19/2024 11:36:52 AM,FarhiyaElmy,5/19/2024 11:36:52 AM,FarhiyaElmy,,,39.0894851600034,-5.07235431000028
96,9d83caf5-3c5d-47d6-a542-53edbd47b69c,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Boza,Kigongoni,"Mkondoni,Pachi,Mikoko",,"Sea_mammals,Matumbawe/miamba,Mikoko,Mwani",,"Mtando,Mshipi,Mawe,Spears",,Male,Kwale_Tanga,,,,,5/19/2024 11:36:53 AM,FarhiyaElmy,5/19/2024 11:36:53 AM,FarhiyaElmy,,,39.0895011126581,-5.07236111723415
97,508e62a9-3cf6-4e59-9a8f-9eabe89ac7df,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Bweni,Kimio,"Mikoko,Pachi,Mchanga",,"Matumbawe/miamba,Sea_mammals",,"Vipolo,Utupa",,"Male,Female","Mpirani,Mongavyeru",,,,,5/19/2024 11:36:54 AM,FarhiyaElmy,5/19/2024 11:36:54 AM,FarhiyaElmy,,,39.0894885955324,-5.07234400851706
104,66ea2424-7d1e-440a-9bb7-69a0407d3cec,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Kigombe,Kijunguni,Matumbawe/miamba,,"Kamba,Mwani",,Mshipi,,Male,Mwarongo,,,,,5/19/2024 11:39:10 AM,FarhiyaElmy,5/19/2024 11:39:10 AM,FarhiyaElmy,,,39.0894983333333,-5.07238333333333
105,ddbf7f5e-a35d-4142-929e-3ed6542088c5,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Kirare,Kimio,Majani_bahari,,Kasa,,Kimia,,Female,Kipumbwi,,,,,5/19/2024 11:39:12 AM,FarhiyaElmy,5/19/2024 11:39:12 AM,FarhiyaElmy,,,39.089545,-5.07229833333333
106,3999b98f-204f-4820-8e15-59bc63a072c0,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Mwarongo,Kisiwa jambe,Pachi,,Sea_mammals,,Nyavu,,Male,Mabokweni,,,,,5/19/2024 11:39:13 AM,FarhiyaElmy,5/19/2024 11:39:13 AM,FarhiyaElmy,,,39.089545,-5.07229833333333
107,5374aeee-1bcd-4a20-a515-f4a91d32fe63,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Kirare,Kigongoni,Mikoko,,Mwani,,Mchokoo,,Female,Kigombe,,,,,5/19/2024 11:39:14 AM,FarhiyaElmy,5/19/2024 11:39:14 AM,FarhiyaElmy,,,39.0895116666667,-5.07232333333333
108,2e38edcf-316a-4477-b2ad-166a0e1a053f,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Ushongo,Kipwachataani,Matumbawe/miamba,,Pweza,,Mchokoo,,"Male,Female","Stahabu,Sange,Kipumbwi,Pangani_east,Pangani_west",,,,Miamba ya Pweza,5/19/2024 11:39:14 AM,OmarIsmaily,5/19/2024 11:39:14 AM,OmarIsmaily,,,39.0895833333333,-5.07224833333333
109,58130c31-e7d7-427e-8c46-0536b93e7d79,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Boza,Jiwe la bahati,Mkondoni,,Mikoko,,"Kamba,Kimia",,Male,Kipumbwi,,,,,5/19/2024 11:39:15 AM,FarhiyaElmy,5/19/2024 11:39:15 AM,FarhiyaElmy,,,39.08958,-5.07227
110,c291c306-ee12-481c-aa00-0d2f0603ea97,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Kipumbwi,Kimio,Fungu,,Kaa,,Mtando,,Male,"Pangani_west,Pangani_east",,,,,5/19/2024 11:39:15 AM,OmarIsmaily,5/19/2024 11:39:15 AM,OmarIsmaily,,,39.0895166666667,-5.07233
111,5eb8ff79-903a-4f7a-8eeb-9e22a9999f10,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Sange,Jiwe la bahati,Mkondoni,,Matumbawe/miamba,,Mtando,,Female,"Msaraza,other1",,,,,5/19/2024 11:39:17 AM,OmarIsmaily,5/19/2024 11:39:17 AM,OmarIsmaily,,,39.08949,-5.07235
112,b54fcdaa-ce13-4fbe-a1ac-cc3eedd62d91,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Stahabu,Kigongoni,Majani_bahari,,Mwani,,Nyavu,,Female,Kipumbwi,,,,,5/19/2024 11:39:18 AM,OmarIsmaily,5/19/2024 11:39:18 AM,OmarIsmaily,,,39.0895383333333,-5.07230833333333
113,522c0f7a-6319-4ec1-a99b-33b020fed9cb,OmarIsmaily,5/19/2024 9:00:00 AM,Tanga,Msaraza,Kigongoni,Mikoko,,"Shrimp,Prawns,Reef_fish",,"Mshipi,Mchokoo",,"Male,Female","Msaraza,Mpirani",,,,,5/19/2024 11:39:19 AM,OmarIsmaily,5/19/2024 11:39:19 AM,OmarIsmaily,,,39.089545,-5.07229
114,bbe51709-2237-4618-9370-b9dcd00392a7,ShijaMsikula,5/19/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Jiwe la bahati,"Matumbawe/miamba,Majani_bahari",,"Majani_bahari,Pweza",,"Mchokoo,Spears",,Male,"Boma_subutuni,Boma_Kichakamiba",,,,Madema,5/19/2024 11:43:30 AM,ShijaMsikula,5/19/2024 11:43:30 AM,ShijaMsikula,,,39.0892666666667,-5.07245
115,216c38e5-0666-4701-9230-c2c1665aadcd,ShijaMsikula,5/19/2024 9:00:00 AM,Tanga,Boma_subutuni,Kijunguni,"Mkondoni,Mwani",,"Benthic,Reef_fish",,"Madema,Jarife",,"Male,Female","Mtundani,Msaraza",,,,Mabomu yanatumika,5/19/2024 11:43:32 AM,ShijaMsikula,5/19/2024 11:43:32 AM,ShijaMsikula,,,39.0895666666667,-5.07227666666667
116,42f8cb21-0337-4a3b-bc35-270cb86b086f,ShijaMsikula,5/19/2024 9:00:00 AM,Unguja,Charawe,Kijunguni,"Majani_bahari,Mkondoni",,"Kaa,Kamba,Kasa",,"Mchokoo,Mtando,Mshipi",,Male,"Michamvi,Marumbi",,,,,5/19/2024 11:43:33 AM,ShijaMsikula,5/19/2024 11:43:33 AM,ShijaMsikula,,,39.0895316666667,-5.072305
117,c1a4e294-f8cf-4185-a889-0beaf03d17e8,ShijaMsikula,5/19/2024 9:00:00 AM,Unguja,Chwaka,Kipwachakombe,"Pachi,Mchanga",,"Pelagic_fish,Sea_Shells",,"Vijiti,Mawe",,"Female,Male","Kizimkazi_Mkunguni,Kizimkazi_Dimbani",,,,Kuna uvuvi wa kutumia sumu,5/19/2024 11:43:34 AM,ShijaMsikula,5/19/2024 11:43:34 AM,ShijaMsikula,,,39.0895433333333,-5.0723
118,c565e358-bb96-47e7-9188-ac492fe3c214,ShijaMsikula,5/19/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Kwawa,"Mikoko,Matumbawe/miamba,Majani_bahari",,"Mikoko,Pweza,Kasa",,"Utupa,Uvuvi_wa_kaa,Mawe",,"Male,Female",Kukuu,,,,Hakuna,5/19/2024 11:43:36 AM,ShijaMsikula,5/19/2024 11:43:36 AM,ShijaMsikula,,,39.0895433333333,-5.07229166666667
119,17e25234-3a3d-451a-acf8-8ef0b5567894,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,,Kipwachakombe,"Mikoko,Majani_bahari,Fungu",,"Birds,Jongoo_bahari,Kaa,Majani_bahari,Mikoko,Mwani,Sea_Shells,Reef_fish,Prawns",,"Mawe,Vijiti,other,Chandarua",,"Female,Male","Mabokweni,Chongoleani,Kichalikani,Mpirani",,,,Siuhalisia nimejaribu,5/19/2024 12:27:26 PM,FarhiyaElmy,5/19/2024 12:27:26 PM,FarhiyaElmy,,,39.0888166,-5.0730657
120,0dcfa65d-a1a6-44fd-92be-a78cde26ab1a,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Zingibari,Mabaoni,"Mwani,Mikoko,Fungu,Majani_bahari",,"Jongoo_bahari,Kaa,Kamba,Kasa,Majani_bahari,Mikoko,Mwani,Pweza,Reef_fish,Pelagic_fish,Prawns",,"Madema,Mchokoo,Mshipi,Mtando,Uvuvi_wa_kaa,Vijiti",,"Male,Female","Moa,Mwaboza",,,,,5/19/2024 12:27:29 PM,FarhiyaElmy,5/19/2024 12:27:29 PM,FarhiyaElmy,,,39.0888166,-5.0730657
121,39ff999f-e7cb-46d1-8ad4-9388340b2b36,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Kigongoni,Mwani,,"Mikoko,Majani_bahari,Kasa,Kamba",,"Mawe,Kimia,Chandarua",,"Male,Female","Kirare,Msaraza,Bweni",,,,,5/19/2024 12:27:30 PM,FarhiyaElmy,5/19/2024 12:27:30 PM,FarhiyaElmy,,,39.0892467,-5.072351
122,385b14c9-005a-45c8-a612-a20dbb000d49,FarhiyaElmy,5/19/2024 9:00:00 AM,Tanga,Mwaboza,Kidiko uwanga,"Mikoko,Majani_bahari,Mwani",,"Kaa,Majani_bahari,Mikoko,Pweza,Mwani",,"Madema,Chandarua,Spears,Vijiti",,Male,"Moa,Zingibari",,,,,5/19/2024 12:27:31 PM,FarhiyaElmy,5/19/2024 12:27:31 PM,FarhiyaElmy,,,39.0892468,-5.0723517
127,d8d9fb9c-df0c-4426-b656-ecad83e19048,FarhiyaElmy,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Jiwe la bahati,"Matumbawe/miamba,Fungu",,"Matumbawe/miamba,Sea_mammals,Majani_bahari",,"Mawe,Kimia,Nyavu,Umagu",,"Male,Female",Hakuna,,,,Farhiya,5/20/2024 7:47:57 AM,FarhiyaElmy,5/20/2024 7:47:57 AM,FarhiyaElmy,,,39.0919137661122,-5.06930851838654
129,3e711f03-3dea-4c95-9709-05b919a2c726,FarhiyaElmy,5/20/2024 9:00:00 AM,Tanga,Bweni,Kimio,"Matumbawe/miamba,Mwani",,"Mwani,Deep_sea_fish,Sea_Shells,Shrimp",,"Mshipi,Madema,Simbo_kidoo",,Male,Mtundani,,,,Farhiya,5/20/2024 7:47:59 AM,FarhiyaElmy,5/20/2024 7:47:59 AM,FarhiyaElmy,,,39.0898068187103,-5.070795868066
132,e290928a-5c7a-4e4d-a5b6-25baa108c3eb,FarhiyaElmy,5/20/2024 9:00:00 AM,Tanga,Kipumbwi,Kipwachakombe,"Mkondoni,Mikoko",,"Pweza,Mwani,Reef_fish",,"Mtando,Mshipi",,Male,Mpirani,,,,Farhiya,5/20/2024 7:48:04 AM,FarhiyaElmy,5/20/2024 7:48:04 AM,FarhiyaElmy,,,39.0892176650881,-5.070323545994
134,17a157e6-7276-4c3d-a07f-14b8f0ad080e,ShijaMsikula,5/19/2024 9:00:00 AM,Pemba,Fundo,Kipwachakombe,"Matumbawe/miamba,Majani_bahari",,"Matumbawe/miamba,Benthic",,"Mshipi,Mchokoo,Mawe",,"Female,Male","Fundo,Gando",,,,,5/20/2024 7:54:55 AM,ShijaMsikula,5/20/2024 7:54:55 AM,ShijaMsikula,,,39.1013016666667,-5.074175
135,a6818e1b-ff4f-4114-aa30-05369c28e07a,ShijaMsikula,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Mawe mawili.,"Fungu,Mkondoni,Pachi,Majani_bahari",,"Majani_bahari,Mwani,Pelagic_fish",,"Mtando,Umagu,Nyavu",,"Male,Female","Moa,Kizingani,Kipumbwi",,,, Bagaya,5/20/2024 7:54:57 AM,ShijaMsikula,5/20/2024 7:54:57 AM,ShijaMsikula,,,39.09195,-5.06930666666667
136,6763bf30-ed97-428b-a70f-e4caa2f417a0,ShijaMsikula,5/20/2024 9:00:00 AM,Tanga,Boza,Kijunguni,"Mikoko,Mchanga",,"Mwani,Benthic,Reef_fish",,"Simbo_kidoo,Nguo/kanga,Mshipi,Mchokoo",,"Male,Female","Kwale_Tanga,Moa,Msaraza",,,,Mlagala,5/20/2024 7:54:59 AM,ShijaMsikula,5/20/2024 7:54:59 AM,ShijaMsikula,,,39.0897966666667,-5.07081166666667
138,c6347170-23f9-40f2-83ce-e6118fa64963,ShijaMsikula,5/20/2024 9:00:00 AM,Tanga,Kipumbwi,Kisiwa jambe,"Mwani,Mkondoni",,"Pelagic_fish,Deep_sea_fish,Benthic",,"Mchokoo,Mshipi,Nyavu",,"Male,Female","Ndaoya,Pangani_east,Pangani_west",,,,Shija,5/20/2024 7:55:03 AM,ShijaMsikula,5/20/2024 7:55:03 AM,ShijaMsikula,,,39.0870033333333,-5.07157
139,fbf3e9d0-bb60-4211-a78a-a38f58ea4ef1,FarhiyaElmy,5/20/2024 9:00:00 AM,Tanga,Mwaboza,Mabaoni,"Mwani,Mkondoni,Matumbawe/miamba,Fungu",,"Kamba,Matumbawe/miamba,Pweza,Mwani",,"Mtando,Mshipi",,Male,Kirare,,,,Farhiya,5/20/2024 7:55:57 AM,FarhiyaElmy,5/20/2024 7:55:57 AM,FarhiyaElmy,,,39.0870403859912,-5.07149116729004
142,10d7ed5d-c2af-43e6-98e9-5dbf04d1fd42,ShijaMsikula,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kigongoni,"Mikoko,Majani_bahari",,"Majani_bahari,Deep_sea_fish",,"Simbo_kidoo,Utupa",,"Male,Female","Mpirani,Mongavyeru",,,,Farhiya,5/20/2024 8:19:50 AM,ShijaMsikula,5/20/2024 8:19:50 AM,ShijaMsikula,,,39.089635,-5.0732
143,0db34148-851c-46f1-9031-85a8d5a91e3c,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kijunguni,"other,Matumbawe/miamba",,Mikoko,,Mtando,,"Male,Female",Mongavyeru,,,,Willy Moses,5/20/2024 8:22:20 AM,OmarIsmaily,5/20/2024 8:22:20 AM,OmarIsmaily,,,39.091895,-5.06929166666667
145,04f1998a-2019-4a09-ac07-8c8bb374664d,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kigongoni,"Matumbawe/miamba,Mkondoni",,Matumbawe/miamba,,Mawe,,"Male,Female",Mpirani,,,,Willy Moses.,5/20/2024 8:22:22 AM,OmarIsmaily,5/20/2024 8:22:22 AM,OmarIsmaily,,,39.089765,-5.07082833333333
147,dac89ab0-c9ea-4f23-87c9-1c684b8126b8,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kipwachakombe,"Fungu,Majani_bahari,Mikoko",,Deep_sea_fish,,,,"Female,Male","Kirare,Mabokweni",,,,Willy Moses.,5/20/2024 8:22:23 AM,OmarIsmaily,5/20/2024 8:22:23 AM,OmarIsmaily,,,39.0891966666667,-5.070355
149,f8ced218-0a08-41ed-865a-c485cdc3cf7e,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kimio,"other,Mikoko,Majani_bahari",,Sea_Shells,,Mshipi,,"Male,Female",Mwaboza,,,,Willy Moses.,5/20/2024 8:22:25 AM,OmarIsmaily,5/20/2024 8:22:25 AM,OmarIsmaily,,,39.08701,-5.07155833333333
151,6a32f025-caa6-4fdb-8ad3-6a8131b6733f,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_subutuni,Kigongoni,"Fungu,Mikoko,Mchanga,Majani_bahari",,"Shrimp,other",Kambale,"Simbo_kidoo,Madema,Gleaner",,"Male,Female","Mabokweni,Kizingani,Kigombe",,,,Willy Moses.,5/20/2024 8:22:26 AM,OmarIsmaily,5/20/2024 8:22:26 AM,OmarIsmaily,,,39.089735,-5.07315333333333
153,c358bf74-669e-4c21-b655-a57f600da4b0,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Jiwe la bahati,Matumbawe/miamba,,"Majani_bahari,Sea_mammals,Kasa",,"Mshipi,Mchokoo,Mtando",,Male,"Mpirani,Mongavyeru,Moa",,,,Omar Ismail,5/20/2024 8:22:52 AM,OmarIsmaily,5/20/2024 8:22:52 AM,OmarIsmaily,,,39.0919216666667,-5.06931666666667
154,91520e5c-40bc-4ff0-9305-5f68b8c07f9a,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Kigongoni,"Mikoko,Pachi,Mwani",,"Reef_fish,Sea_Shells,Prawns,Shrimp",,"Simbo_kidoo,Nyavu,Spears",,Male,"Kipumbwi,Kigombe,Kichalikani",,,,Omar Ismail,5/20/2024 8:22:53 AM,OmarIsmaily,5/20/2024 8:22:53 AM,OmarIsmaily,,,39.089755,-5.07075333333333
155,64d9febb-7571-42bf-91e8-ed8ba09cd770,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Kipwachataani,"Mikoko,Mchanga,Mwani",,"Pweza,Mwani,Mikoko,Matumbawe/miamba",,"Mshipi,Mchokoo,Mawe,Madema",,Male,"Bweni,Boza,Boma_subutuni",,,,Omar Ismail,5/20/2024 8:22:56 AM,OmarIsmaily,5/20/2024 8:22:56 AM,OmarIsmaily,,,39.087015,-5.07152333333333
156,5b937e09-323d-4bcf-b9a9-2f01c73281bd,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Kisiwa jambe,"Majani_bahari,Mkondoni,Matumbawe/miamba,Fungu",,"Pweza,Mwani,Mikoko,Kasa,Kamba",,,,Male,"Mpirani,Mongavyeru,Moa,Mabokweni",,,,Omar Ismail,5/20/2024 8:22:57 AM,OmarIsmaily,5/20/2024 8:22:57 AM,OmarIsmaily,,,39.0897483333333,-5.07314
157,f922cefd-a831-4353-b383-8b8aebbad1aa,OmarIsmaily,5/20/2024 9:00:00 AM,Tanga,Boma_Kichakamiba,Kimio,"Mkondoni,Mikoko",,Pelagic_fish,,"Mshipi,Nyavu",,Male,"Mpirani,Mongavyeru,Moa",,,,Omar Ismail,5/20/2024 8:23:47 AM,OmarIsmaily,5/20/2024 8:23:47 AM,OmarIsmaily,,,39.0891933333333,-5.07036833333333
